2.100000000000000000e+01,5.959833697923640162e+07
2.200000000000000000e+01,5.959831274671579897e+07
2.300000000000000000e+01,5.959823891328129917e+07
2.400000000000000000e+01,5.959833498182319850e+07
2.500000000000000000e+01,5.959832348760060221e+07
2.600000000000000000e+01,5.959832936008500308e+07
2.700000000000000000e+01,5.959824370084449649e+07
2.800000000000000000e+01,5.959830161367390305e+07
2.900000000000000000e+01,5.959840706350690126e+07
3.000000000000000000e+01,5.959847285272359848e+07
3.100000000000000000e+01,5.959840544586730003e+07
3.200000000000000000e+01,5.959851270667479932e+07
3.300000000000000000e+01,5.959851953128410131e+07
3.400000000000000000e+01,5.959844981871289760e+07
3.500000000000000000e+01,5.959847596797949821e+07
3.600000000000000000e+01,5.959847481045120209e+07
3.700000000000000000e+01,5.959851964532899857e+07
3.800000000000000000e+01,5.959857901834370196e+07
3.900000000000000000e+01,5.959850642355089635e+07
4.000000000000000000e+01,5.959842026926469803e+07
4.100000000000000000e+01,5.959843115851449966e+07
4.200000000000000000e+01,5.959851435044330359e+07
4.300000000000000000e+01,5.959843024701169878e+07
4.400000000000000000e+01,5.959840922381539643e+07
4.500000000000000000e+01,5.959838357489400357e+07
4.600000000000000000e+01,5.959842914470189810e+07
4.700000000000000000e+01,5.959855074634169787e+07
4.800000000000000000e+01,5.959845975400020182e+07
4.900000000000000000e+01,5.959846132398039848e+07
5.000000000000000000e+01,5.959832163115639985e+07
5.100000000000000000e+01,5.959836006984239817e+07
5.200000000000000000e+01,5.959840715583129972e+07
5.300000000000000000e+01,5.959841054157490283e+07
5.400000000000000000e+01,5.959835983784110099e+07
5.500000000000000000e+01,5.959844135913749784e+07
5.600000000000000000e+01,5.959853800257539749e+07
5.700000000000000000e+01,5.959850610919520259e+07
5.800000000000000000e+01,5.959847285423760116e+07
5.900000000000000000e+01,5.959844813464549929e+07
6.000000000000000000e+01,5.959834661398410052e+07
6.100000000000000000e+01,5.959844998322959989e+07
6.200000000000000000e+01,5.959834870300669968e+07
6.300000000000000000e+01,5.959819579380659759e+07
6.400000000000000000e+01,5.959835405776169896e+07
6.500000000000000000e+01,5.959846438802859932e+07
6.600000000000000000e+01,5.959838942712970078e+07
6.700000000000000000e+01,5.959828401440340281e+07
6.800000000000000000e+01,5.959848749825479835e+07
6.900000000000000000e+01,5.959849883488269895e+07
7.000000000000000000e+01,5.959832683825969696e+07
7.100000000000000000e+01,5.959838344797749817e+07
7.200000000000000000e+01,5.959822618105799705e+07
7.300000000000000000e+01,5.959847937824010104e+07
7.400000000000000000e+01,5.959838859223459661e+07
7.500000000000000000e+01,5.959830766319029778e+07
7.600000000000000000e+01,5.959841777197840065e+07
7.700000000000000000e+01,5.959848225764519721e+07
7.800000000000000000e+01,5.959835866150719672e+07
7.900000000000000000e+01,5.959844401888179779e+07
8.000000000000000000e+01,5.959836431458789855e+07
8.100000000000000000e+01,5.959847446586620063e+07
8.200000000000000000e+01,5.959824091654690355e+07
8.300000000000000000e+01,5.959814432931250334e+07
8.400000000000000000e+01,5.959846417016209662e+07
8.500000000000000000e+01,5.959829090940330178e+07
8.600000000000000000e+01,5.959820336286920309e+07
8.700000000000000000e+01,5.959831969221679866e+07
8.800000000000000000e+01,5.959821440284469724e+07
8.900000000000000000e+01,5.959824471026170254e+07
9.000000000000000000e+01,5.959843855230370164e+07
9.100000000000000000e+01,5.959832960483209789e+07
9.200000000000000000e+01,5.959841338441990316e+07
9.300000000000000000e+01,5.959835949116300046e+07
9.400000000000000000e+01,5.959836130025299639e+07
9.500000000000000000e+01,5.959824135320609808e+07
9.600000000000000000e+01,5.959808116491699964e+07
9.700000000000000000e+01,5.959814680102629960e+07
9.800000000000000000e+01,5.959830927518749982e+07
9.900000000000000000e+01,5.959828576556830108e+07
1.000000000000000000e+02,5.959834910055779666e+07
1.010000000000000000e+02,5.959833592554680258e+07
1.020000000000000000e+02,5.959828533589749783e+07
1.030000000000000000e+02,5.959828947110439837e+07
1.040000000000000000e+02,5.959846119674420357e+07
1.050000000000000000e+02,5.959831086546870321e+07
1.060000000000000000e+02,5.959828771743349731e+07
1.070000000000000000e+02,5.959826075623250008e+07
1.080000000000000000e+02,5.959825102238769829e+07
1.090000000000000000e+02,5.959820723096779734e+07
1.100000000000000000e+02,5.959814460991690308e+07
1.110000000000000000e+02,5.959822790114860237e+07
1.120000000000000000e+02,5.959823567408200353e+07
1.130000000000000000e+02,5.959815309706229717e+07
