
201019*153012.720         0.0000000
201019*154020.138  59595572.78043360260         0.0000000
201019*154021.137  59595479.10394050180         0.0000000
201019*154022.135  59595593.09085419770         0.0000000
201019*154023.133  59595453.07959890370         0.0000000
201019*154024.132  59595453.13103009760         0.0000000
201019*154025.130  59595631.55000209810         0.0000000
201019*154026.144  59595599.66449400040         0.0000000
201019*154027.143  59595319.82630590350         0.0000000
201019*154028.141  59595265.82561299950         0.0000000
201019*154029.139  59595290.14383990320         0.0000000
201019*154030.138  59595380.36254969980         0.0000000
201019*154031.136  59595351.37367489930         0.0000000
201019*154032.135  59595445.10679289700         0.0000000
201019*154033.133  59595364.56088499720         0.0000000
201019*154034.131  59595396.67086929830         0.0000000
201019*154035.130  59595474.87306410070         0.0000000
201019*154036.144  59595331.44233410060         0.0000000
201019*154037.142  59595336.86171770100         0.0000000
201019*154038.141  59595224.35992959890         0.0000000
201019*154039.139  59595324.88937710230         0.0000000
201019*154040.137  59595332.14635369930         0.0000000
201019*154041.136  59595394.03464230150         0.0000000
201019*154042.134  59595428.26247069980         0.0000000
201019*154043.133  59595300.99881739910         0.0000000
201019*154044.131  59595177.27255009860         0.0000000
201019*154045.129  59595245.27899979800         0.0000000
201019*154046.143  59595175.14517410100         0.0000000
201019*154047.142  59595191.71561519800         0.0000000
201019*154048.140  59595154.31958200040         0.0000000
201019*154049.139  59595292.36853220310         0.0000000
201019*154050.137  59595396.75398919730         0.0000000
201019*154051.135  59595279.98469399660         0.0000000
201019*154052.134  59595142.63702870160         0.0000000
201019*154053.132  59595318.29540300370         0.0000000
201019*154054.131  59595257.33027560260         0.0000000
201019*154055.129  59595193.81080959740         0.0000000
201019*154056.143  59595494.65712790190         0.0000000
201019*154057.141  59595306.29407519850         0.0000000
201019*154058.140  59595178.15988869960         0.0000000
201019*154059.138  59595327.92667379980         0.0000000
201019*154100.137  59595280.21999119970         0.0000000
201019*154101.135  59595288.77777539940         0.0000000
201019*154102.133  59595109.64557520300         0.0000000
201019*154103.132  59595091.37799510360         0.0000000
201019*154104.130  59595153.67577540130         0.0000000
201019*154105.129  59595119.64358989890         0.0000000
201019*154106.143  59595222.44835639740         0.0000000
201019*154107.141  59595184.96302539860         0.0000000
201019*154108.139  59595125.96974220130         0.0000000
201019*154109.138  59595073.33647169920         0.0000000
201019*154110.136  59595057.73769419640         0.0000000
201019*154111.135  59595082.94273640220         0.0000000
201019*154112.133  59595189.03175870330         0.0000000
201019*154113.131  59595076.80103419720         0.0000000
201019*154114.130  59595190.51604799930         0.0000000
201019*154115.128  59595082.31748619680         0.0000000
201019*154116.142  59595096.08178520200         0.0000000
201019*154117.141  59595047.66527249660         0.0000000
201019*154118.139  59595137.95171760020         0.0000000
201019*154119.137  59595183.84608890120         0.0000000
201019*154120.136  59595079.15417979660         0.0000000
201019*154121.134  59595112.54186130320         0.0000000
201019*154122.133  59595215.01529289780         0.0000000
201019*154123.131  59595214.16650199890         0.0000000
201019*154124.129  59595017.89775209870         0.0000000
201019*154125.143  59595189.22426550090         0.0000000
201019*154126.142  59595025.54228019710         0.0000000
201019*154127.140  59595034.64474040270         0.0000000
201019*154128.139  59594930.18573729690         0.0000000
201019*154129.137  59595102.30224709960         0.0000000
201019*154130.135  59594988.53534150120         0.0000000
201019*154131.134  59595048.31056550140         0.0000000
201019*154132.132  59595001.18578430260         0.0000000
201019*154133.131  59595054.00772760060         0.0000000
201019*154134.129  59595024.77564860140         0.0000000
201019*154135.143  59595042.58023030310         0.0000000
201019*154136.141  59594992.78636120260         0.0000000
201019*154137.140  59595015.86579419670         0.0000000
201019*154138.138  59594983.77995579690         0.0000000
201019*154139.137  59595021.20482449980         0.0000000
201019*154140.135  59594955.86364550140         0.0000000
201019*154141.133  59595037.54745770250         0.0000000
201019*154142.132  59595093.49343059960         0.0000000
201019*154143.130  59594909.57683710010         0.0000000
201019*154144.129  59594902.70994620020         0.0000000
201019*154145.143  59594936.06375979630         0.0000000
201019*154146.141  59594893.08300869910         0.0000000
201019*154147.139  59594834.04924350230         0.0000000
201019*154148.138  59594922.20416589830         0.0000000
201019*154149.136  59594907.56862019750         0.0000000
201019*154150.135  59594924.28220079840         0.0000000
201019*154151.133  59594914.86229039730         0.0000000
201019*154152.132  59594825.81213089820         0.0000000
201019*154153.130  59594813.24982889740         0.0000000
201019*154154.128  59594836.56338070330         0.0000000
201019*154155.142  59594921.91553159800         0.0000000
201019*154156.141  59594897.40747740120         0.0000000
201019*154157.139  59594778.35818050060         0.0000000
201019*154158.138  59594783.84746120120         0.0000000
201019*154159.136  59594935.67923119660         0.0000000
201019*154200.134  59594949.74437049780         0.0000000
201019*154201.133  59594781.91136310250         0.0000000
201019*154202.131  59594739.41541569680         0.0000000
201019*154203.130  59594862.98075920340         0.0000000
201019*154204.128  59594714.88755939900         0.0000000
201019*154205.142  59594904.94862510260         0.0000000
201019*154206.140  59594759.79556989670         0.0000000
201019*154207.139  59594819.45701490340         0.0000000
201019*154208.137  59594851.87923540180         0.0000000
201019*154209.136  59594750.33903609960         0.0000000
201019*154210.134  59594796.81085649880         0.0000000
201019*154211.132  59594821.88163279740         0.0000000
201019*154212.131  59594852.92924699930         0.0000000
201019*154213.129  59594930.88249520210         0.0000000
201019*154214.128  59594825.86231929810         0.0000000
201019*154215.142  59594619.84102050220         0.0000000
201019*154216.140  59594879.90341799710         0.0000000
201019*154217.138  59594702.14484670010         0.0000000
201019*154218.137  59594791.95099209990         0.0000000
201019*154219.135  59594942.62324719880         0.0000000
201019*154220.134  59594792.14210540060         0.0000000
201019*154221.132  59594702.53112310170         0.0000000
201019*154222.130  59594826.23786219950         0.0000000
201019*154223.129  59594734.15315929800         0.0000000
201019*154224.127  59594738.97673519700         0.0000000
201019*154225.141  59594718.16628029940         0.0000000
201019*154226.140  59594662.71672549840         0.0000000
201019*154227.138  59594575.57979209720         0.0000000
201019*154228.136  59594488.55701179800         0.0000000
201019*154229.135  59594607.39581439640         0.0000000
201019*154230.133  59594652.79453709720         0.0000000
201019*154231.132  59594595.51876159760         0.0000000
201019*154232.130  59594620.84442000090         0.0000000
201019*154233.128  59594711.37113670260         0.0000000
201019*154234.127  59594602.80116219820         0.0000000
201019*154235.141  59594682.42188189920         0.0000000
201019*154236.139  59594479.00822950150         0.0000000
201019*154237.138  59594563.71592070160         0.0000000
201019*154238.136  59594518.77379990370         0.0000000
201019*154239.134  59594351.03119630370         0.0000000
201019*154240.133  59594527.04262120280         0.0000000
201019*154241.131  59594436.95772930230         0.0000000
201019*154242.130  59594518.90294239670         0.0000000
201019*154243.128  59594518.10405690220         0.0000000
201019*154244.142  59594472.13401079920         0.0000000
201019*154245.140  59594574.30148030070         0.0000000
201019*154246.139  59594434.31447649750         0.0000000
201019*154247.137  59594599.53180640190         0.0000000
201019*154248.136  59594546.21637730300         0.0000000
201019*154249.134  59594486.26394219700         0.0000000
201019*154250.132  59594427.86352639650         0.0000000
201019*154251.131  59594404.71077439930         0.0000000
201019*154252.129  59594595.60933019970         0.0000000
201019*154253.128  59594625.70352459700         0.0000000
201019*154254.142  59594591.84227219970         0.0000000
201019*154255.140  59594576.85527949780         0.0000000
201019*154256.138  59594482.41207499800         0.0000000
201019*154257.137  59594475.41313750300         0.0000000
201019*154258.135  59594528.56010670220         0.0000000
201019*154259.134  59594657.96992400290         0.0000000
201019*154300.132  59594742.67323829980         0.0000000
201019*154301.130  59594683.27475260200         0.0000000
201019*154302.129  59594494.80923359840         0.0000000
201019*154303.127  59594520.88339520250         0.0000000
201019*154304.141  59594566.90226460250         0.0000000
201019*154305.140  59594597.12826880070         0.0000000
201019*154306.138  59594637.80076739940         0.0000000
201019*154307.136  59594477.53113699700         0.0000000
201019*154308.135  59594425.87207890300         0.0000000
201019*154309.133  59594422.18137779830         0.0000000
201019*154310.132  59594546.94228319820         0.0000000
201019*154311.130  59594473.91257719700         0.0000000
201019*154312.128  59594401.07553809880         0.0000000
201019*154313.127  59594411.72518780080         0.0000000
201019*154314.141  59594369.88007590170         0.0000000
201019*154315.139  59594623.13940619680         0.0000000
201019*154316.138  59594539.82468180360         0.0000000
201019*154317.136  59594474.12970589850         0.0000000
201019*154318.134  59594351.87783720340         0.0000000
201019*154319.133  59594404.25530649720         0.0000000
201019*154320.131  59594408.56991209840         0.0000000
201019*154321.130  59594496.43315140160         0.0000000
201019*154322.128  59594492.31031440200         0.0000000
201019*154323.126  59594394.70627640190         0.0000000
201019*154324.140  59594521.47260250150         0.0000000
201019*154325.139  59594425.71803720300         0.0000000
201019*154326.137  59594380.93557219950         0.0000000
201019*154327.136  59594470.67068559680         0.0000000
201019*154328.134  59594350.47588180010         0.0000000
201019*154329.132  59594352.97614640000         0.0000000
201019*154330.084  59594378.10578230020         0.0000000
201019*154331.129  59594465.55596970020         0.0000000
201019*154332.128  59594392.48370409760         0.0000000
201019*154333.126  59594276.46286819880         0.0000000
201019*154334.140  59594387.06851659720         0.0000000
201019*154335.138  59594403.16454389690         0.0000000
201019*154336.137  59594386.32003899660         0.0000000
201019*154337.135  59594298.13920330260         0.0000000
201019*154338.134  59594165.31815920020         0.0000000
201019*154339.132  59594239.31703010200         0.0000000
201019*154340.130  59594253.62261349710         0.0000000
201019*154341.129  59594509.30027340350         0.0000000
201019*154342.127  59594393.71366979930         0.0000000
201019*154343.126  59594306.28773540260         0.0000000
201019*154344.140  59594311.14619729670         0.0000000
201019*154345.138  59594370.49409659950         0.0000000
201019*154346.137  59594373.04585260150         0.0000000
201019*154347.135  59594364.27172660080         0.0000000
201019*154348.133  59594332.45337899770         0.0000000
201019*154349.132  59594358.49765510110         0.0000000
201019*154350.130  59594481.44844529780         0.0000000
201019*154351.129  59594333.88436920200         0.0000000
201019*154352.127  59594265.71922750030         0.0000000
201019*154353.125  59594299.34163980190         0.0000000
201019*154354.139  59594473.62119240310         0.0000000
201019*154355.138  59594516.09349589800         0.0000000
201019*154356.136  59594365.05539560320         0.0000000
201019*154357.135  59594290.95926850290         0.0000000
201019*154358.133  59594306.21903230250         0.0000000
201019*154359.131  59594271.76359940320         0.0000000
201019*154400.130  59594276.32600600270         0.0000000
201019*154401.128  59594289.13371799890         0.0000000
201019*154402.127  59594220.55711510030         0.0000000
201019*154403.141  59594318.69706530120         0.0000000
201019*154404.139  59594334.33528999980         0.0000000
201019*154405.137  59594201.30690710250         0.0000000
201019*154406.136  59594188.95138219740         0.0000000
201019*154407.134  59594172.41191390160         0.0000000
201019*154408.133  59594168.40334080160         0.0000000
201019*154409.131  59594315.61670400200         0.0000000
201019*154410.129  59594440.69432070110         0.0000000
201019*154411.128  59594320.20846080040         0.0000000
201019*154412.126  59594339.46675489840         0.0000000
201019*154413.140  59594201.76921080050         0.0000000
201019*154414.139  59594276.31527230140         0.0000000
201019*154415.137  59594298.95010569690         0.0000000
201019*154416.135  59594183.91960430140         0.0000000
201019*154417.134  59594232.13659670200         0.0000000
201019*154418.132  59594278.11460729690         0.0000000
201019*154419.131  59594121.61745309830         0.0000000
201019*154420.129  59594286.12062220280         0.0000000
201019*154421.127  59594402.86575599760         0.0000000
201019*154422.126  59594317.15808960050         0.0000000
201019*154423.140  59594440.46767380090         0.0000000
201019*154424.138  59594112.03170350190         0.0000000
201019*154425.137  59593757.61094710230         0.0000000
201019*154426.135  59594297.27601049840         0.0000000
201019*154427.133  59594411.37279800330         0.0000000
201019*154428.132  59594274.97471480070         0.0000000
201019*154429.130  59594303.97483299670         0.0000000
201019*154430.129  59594293.60711520160         0.0000000
201019*154431.127  59594340.85144360360         0.0000000
201019*154432.125  59594150.59475190190         0.0000000
201019*154433.139  59594205.97464259710         0.0000000
201019*154434.138  59594223.53843650220         0.0000000
201019*154435.136  59594293.69971779730         0.0000000
201019*154436.135  59594130.09634370360         0.0000000
201019*154437.133  59594388.70219240340         0.0000000
201019*154438.131  59594376.32039649780         0.0000000
201019*154439.130  59594408.84033700080         0.0000000
201019*154440.128  59594459.66907019910         0.0000000
201019*154441.127  59594260.82644239810         0.0000000
201019*154442.125  59594110.65553519880         0.0000000
201019*154443.139  59594219.77195890250         0.0000000
201019*154444.137  59594306.70212019980         0.0000000
201019*154445.136  59594239.49955859780         0.0000000
201019*154446.134  59594064.29829979690         0.0000000
201019*154447.133  59594214.92772459980         0.0000000
201019*154448.133  59594190.41578800230         0.0000000
201019*154449.129  59594065.21755170080         0.0000000
201019*154450.128  59594112.85297279800         0.0000000
201019*154451.126  59594204.33690240230         0.0000000
201019*154452.125  59594078.67440629750         0.0000000
201019*154453.139  59594106.68626639990         0.0000000
201019*154454.137  59594312.49415539950         0.0000000
201019*154455.135  59594091.38338179890         0.0000000
201019*154456.134  59594122.04579500110         0.0000000
201019*154457.132  59594070.94991870220         0.0000000
201019*154458.131  59594157.88161449880         0.0000000
201019*154459.129  59594135.55157329890         0.0000000
201019*154500.127  59594117.53327529880         0.0000000
201019*154501.126  59593971.38469819720         0.0000000
201019*154502.124  59586991.44965030250         0.0000000
201019*154503.138  59510409.54881159960         0.0000000
201019*154504.137  59594146.56100679930         0.0000000
201019*154505.135  59593882.49874430150         0.0000000
201019*154506.133  59593976.88524980100         0.0000000
201019*154507.132  59594009.58090449870         0.0000000
201019*154508.130  59594093.33865220100         0.0000000
201019*154509.129  59594135.72520300000         0.0000000
201019*154510.127  59594151.89352750030         0.0000000
201019*154511.125  59594249.33821579810         0.0000000
201019*154512.139  59593925.01435039940         0.0000000
201019*154513.138  59593890.65925790370         0.0000000
201019*154514.136  59594183.94258020070         0.0000000
201019*154515.135  59594169.34289839860         0.0000000
201019*154516.133  59594085.95638850330         0.0000000
201019*154517.131  59593945.77414750310         0.0000000
201019*154518.130  59594087.39480020110         0.0000000
201019*154519.128  59593988.27246949820         0.0000000
201019*154520.139  59594078.36036829650         0.0000000
201019*154521.137  59593892.48813670130         0.0000000
201019*154522.135  59593985.84284359960         0.0000000
201019*154523.134  59593980.20337290320         0.0000000
201019*154524.132  59593737.74868389960         0.0000000
201019*154525.131  59593906.12807229910         0.0000000
201019*154526.129  59593959.56774710120         0.0000000
201019*154527.127  59594025.03848700230         0.0000000
201019*154528.126  59594026.57676079870         0.0000000
201019*154529.124  59594104.60358809680         0.0000000
201019*154530.138  59593756.08651349690         0.0000000
201019*154531.137  59593709.31690640000         0.0000000
201019*154532.135  59593695.67828709630         0.0000000
201019*154533.133  59594021.37235540150         0.0000000
201019*154534.132  59593885.06920009850         0.0000000
201019*154535.130  59593725.40383289750         0.0000000
201019*154536.129  59593722.51427459720         0.0000000
201019*154537.127  59593808.34198330340         0.0000000
201019*154538.126  59593894.55571170150         0.0000000
201019*154539.124  59593839.97401770200         0.0000000
201019*154540.138  59593909.31796120110         0.0000000
201019*154541.136  59593928.21533679960         0.0000000
201019*154542.135  59593768.59957119820         0.0000000
201019*154543.133  59593771.40243460240         0.0000000
201019*154544.132  59593713.58720710130         0.0000000
201019*154545.130  59593606.42768059670         0.0000000
201019*154546.128  59593737.67179500310         0.0000000
201019*154547.127  59593691.78734959660         0.0000000
201019*154548.125  59593714.46433000270         0.0000000
201019*154549.124  59593699.36485549810         0.0000000
201019*154550.138  59593637.91122560200         0.0000000
201019*154551.136  59593748.86195319890         0.0000000
201019*154552.134  59593760.56240420040         0.0000000
201019*154553.133  59593738.25428420300         0.0000000
201019*154554.131  59593612.40045119820         0.0000000
201019*154555.130  59593906.01153119650         0.0000000
201019*154556.128  59593655.30784960090         0.0000000
201019*154557.126  59593745.27898540350         0.0000000
201019*154558.125  59593728.35771100220         0.0000000
201019*154559.123  59593686.29392570260         0.0000000
201019*154600.137  59593618.54249019920         0.0000000
201019*154601.136  59593641.60741019990         0.0000000
201019*154602.134  59593695.16291499880         0.0000000
201019*154603.132  59593627.93942780050         0.0000000
201019*154604.131  59593648.50193359700         0.0000000
201019*154605.129  59593720.77179879700         0.0000000
201019*154606.128  59593670.66700010000         0.0000000
201019*154607.126  59593626.39390520010         0.0000000
201019*154608.124  59593679.46643249690         0.0000000
201019*154609.138  59593691.60193370280         0.0000000
201019*154610.137  59593574.93259079750         0.0000000
201019*154611.135  59593545.29184389860         0.0000000
201019*154612.134  59593602.04492759700         0.0000000
201019*154613.132  59593644.74918069690         0.0000000
201019*154614.130  59593708.97839739920         0.0000000
201019*154615.129  59593678.26829289640         0.0000000
201019*154616.127  59593555.48081640150         0.0000000
201019*154617.126  59593567.88736909630         0.0000000
201019*154618.124  59593562.76914460210         0.0000000
201019*154619.138  59593712.43954610080         0.0000000
201019*154620.136  59593582.07948829980         0.0000000
201019*154621.135  59593563.78166289630         0.0000000
201019*154622.133  59593479.80493550000         0.0000000
201019*154623.132  59593445.25472349670         0.0000000
201019*154624.130  59593514.05334810170         0.0000000
201019*154625.128  59593591.47444819660         0.0000000
201019*154626.127  59593686.86171580110         0.0000000
201019*154627.125  59593555.35903210190         0.0000000
201019*154628.124  59593592.03521680090         0.0000000
201019*154629.138  59593719.48438739780         0.0000000
201019*154630.136  59593591.53847079720         0.0000000
201019*154631.134  59593610.08446879680         0.0000000
201019*154632.133  59593484.67869950090         0.0000000
201019*154633.131  59593548.69900079820         0.0000000
201019*154634.130  59593533.97202450040         0.0000000
201019*154635.128  59593695.43804310260         0.0000000
201019*154636.126  59593553.99809650330         0.0000000
201019*154637.125  59593541.25686740130         0.0000000
201019*154638.123  59593475.75114919990         0.0000000
201019*154639.137  59593597.31807419660         0.0000000
201019*154640.136  59593520.44662620130         0.0000000
201019*154641.134  59593512.16115900130         0.0000000
201019*154642.132  59593736.35983470080         0.0000000
201019*154643.131  59593520.65100719780         0.0000000
201019*154644.129  59593650.03412669900         0.0000000
201019*154645.128  59593705.35200499740         0.0000000
201019*154646.126  59593689.25759559870         0.0000000
201019*154647.124  59593429.87594269960         0.0000000
201019*154648.123  59593527.21946950260         0.0000000
201019*154649.137  59593603.02368550000         0.0000000
201019*154650.135  59593760.26210259650         0.0000000
201019*154651.134  59593665.77978319680         0.0000000
201019*154652.132  59593755.91566330190         0.0000000
201019*154653.130  59593707.24687860160         0.0000000
201019*154654.129  59593749.23050159960         0.0000000
201019*154655.127  59593585.32866639640         0.0000000
201019*154656.126  59593620.41522269700         0.0000000
201019*154657.124  59593581.71960540120         0.0000000
201019*154658.122  59593623.87137019630         0.0000000
201019*154659.136  59593701.81374219800         0.0000000
201019*154700.135  59593493.01907219740         0.0000000
201019*154701.133  59593378.67622759940         0.0000000
201019*154702.132  59593460.57085540150         0.0000000
201019*154703.130  59593483.98178230230         0.0000000
201019*154704.128  59593553.45951949800         0.0000000
201019*154705.127  59593622.51624610280         0.0000000
201019*154706.125  59593416.39846280220         0.0000000
201019*154707.124  59593571.29481060060         0.0000000
201019*154708.122  59593602.25773540140         0.0000000
201019*154709.136  59593544.11603900040         0.0000000
201019*154710.134  59593571.55904790010         0.0000000
201019*154711.133  59593536.76656340060         0.0000000
201019*154712.131  59593616.65993770210         0.0000000
201019*154713.130  59593601.88183780010         0.0000000
201019*154714.128  59593587.83267380300         0.0000000
201019*154715.126  59593573.01497360320         0.0000000
201019*154716.125  59593470.46462590250         0.0000000
201019*154717.123  59593601.60610459740         0.0000000
201019*154718.122  59593428.10435839740         0.0000000
201019*154719.136  59593445.45474509900         0.0000000
201019*154720.134  59593522.83215329800         0.0000000
201019*154721.132  59593364.34682419900         0.0000000
201019*154722.131  59593482.59186620260         0.0000000
201019*154723.129  59593445.48619060220         0.0000000
201019*154724.128  59593462.37286610160         0.0000000
201019*154725.126  59593355.02936130020         0.0000000
201019*154726.124  59593487.84520699830         0.0000000
201019*154727.123  59593474.85122270140         0.0000000
201019*154728.137  59593525.16348530350         0.0000000
201019*154729.135  59593512.25241989640         0.0000000
201019*154730.134  59593404.22249200200         0.0000000
201019*154731.132  59593613.56100419910         0.0000000
201019*154732.131  59593559.09928700330         0.0000000
201019*154733.129  59593547.86599539970         0.0000000
201019*154734.127  59593497.40702349690         0.0000000
201019*154735.126  59593523.09285020080         0.0000000
201019*154736.124  59593559.73673149940         0.0000000
201019*154737.123  59593604.42395210270         0.0000000
20
